26  1 5.02479e-06 8.17486e-07 5.75001e-06 1.79662e+00 1.20667e+00 -4.18480e-01
27  1 3.94493e-06 3.43255e-07 9.58485e-06 -7.22399e-01 -3.82580e-01 -4.02176e-01
28  1 9.57379e-06 1.34975e-06 3.69428e-07 1.10989e+00 2.37903e-02 7.75250e-01
29  1 7.20885e-06 5.45788e-06 8.94071e-06 -8.96024e-01 -5.08842e-01 -7.74227e-02
30  1 4.18977e-06 8.97166e-06 9.98712e-06 -2.80831e-01 -9.32084e-01 4.93382e-01
31  1 9.72109e-06 8.80013e-06 3.09062e-06 -1.36138e+00 -1.19826e+00 1.47674e+00
32  1 7.87576e-07 3.72896e-06 5.09793e-06 3.75806e-01 1.25556e+00 -1.18358e+00
33  1 1.88930e-06 5.49172e-06 9.84406e-06 -4.48336e-01 3.00240e-02 6.72932e-03
34  1 8.77366e-06 9.41773e-06 9.95072e-06 3.19252e-03 -6.44917e-01 -2.72045e-01
35  1 3.54742e-06 4.97221e-06 9.97071e-06 -8.87768e-01 1.59932e+00 -2.61335e-01
36  1 4.80583e-06 6.37292e-06 5.43993e-06 8.92765e-01 4.65330e-01 1.44907e+00
37  1 5.69355e-07 9.78790e-06 3.36630e-06 -7.86970e-01 2.15615e-01 3.00348e-01
38  1 3.90211e-06 8.52803e-06 6.81096e-06 6.49664e-01 -2.06608e-01 5.78933e-01
39  1 9.55667e-06 9.38428e-06 7.66260e-06 -1.12275e+00 -3.58394e-01 -5.09406e-01
40  1 6.83001e-06 7.64251e-06 9.44889e-06 1.96028e-01 1.21040e+00 -1.49501e-01
41  1 4.81080e-06 6.24733e-06 2.19631e-06 -2.22428e-01 5.73711e-01 -5.20640e-01
42  1 5.68281e-06 5.36876e-06 3.92469e-06 -9.44273e-01 1.08543e-01 -3.14053e-01
43  1 6.24344e-06 2.71316e-06 7.82973e-06 -8.53555e-01 1.59695e-01 9.02303e-01
44  1 4.74224e-06 3.54927e-06 7.72333e-06 -2.30869e+00 4.50762e-01 -6.35631e-01
45  1 5.71430e-06 1.50698e-06 4.34481e-06 1.07542e+00 -7.43886e-01 9.22304e-01
46  1 3.72779e-06 3.96765e-06 8.20035e-06 5.83143e-01 -7.68508e-01 -3.26302e-01
47  1 1.86605e-06 4.08708e-06 3.90527e-06 -6.48943e-01 2.21266e-01 -1.42059e-01
48  1 1.61302e-07 3.82067e-06 8.29081e-06 8.80116e-01 -3.70178e-01 -7.28800e-01
49  1 1.00819e-06 1.01453e-06 3.05059e-06 2.33883e-01 -3.93860e-02 -6.17903e-01
50  1 1.53189e-06 5.03654e-06 7.22195e-06 -5.93298e-01 -5.13333e-01 8.60926e-01
51  1 7.67060e-06 7.29063e-07 7.49801e-06 3.26808e-01 1.44104e+00 -6.02691e-01
52  1 6.49670e-06 2.27302e-06 9.93175e-06 8.71395e-01 -1.01322e+00 1.04929e+00
53  1 4.62369e-06 1.74848e-06 9.97015e-06 -9.76143e-01 -6.74939e-01 -1.85859e-02
54  1 1.67984e-06 4.52356e-06 8.10054e-06 -5.23509e-01 2.30600e-01 8.09033e-01
55  1 2.64308e-06 5.57713e-06 6.82674e-06 -2.14898e+00 -2.43017e-01 -8.57309e-01
56  1 9.82176e-06 9.03563e-07 9.00558e-06 5.17079e-01 -3.68884e-02 1.74059e-01
57  1 2.32539e-06 8.57486e-06 2.05266e-06 1.36815e-01 -7.70588e-01 1.52640e+00
58  1 7.65662e-07 3.88321e-06 3.20926e-06 -1.14271e+00 -4.24012e-01 -6.26455e-01
59  1 4.96523e-06 9.71677e-06 7.95629e-06 -6.58699e-01 1.09163e+00 2.56294e-01
60  1 2.75087e-06 6.81722e-06 2.94961e-06 -8.01109e-01 9.92578e-01 -2.51904e-01
61  1 2.78529e-06 1.52167e-07 1.21172e-07 1.08621e+00 -1.22522e+00 -9.80143e-03
62  1 7.90859e-06 4.67710e-07 9.28245e-06 -1.47702e-01 6.18816e-01 -4.56135e-01
63  1 2.44483e-06 3.37912e-06 5.56016e-06 -7.51441e-01 1.19177e-01 7.20537e-01
64  1 9.29953e-07 3.72367e-06 6.78284e-07 -1.83859e-01 9.91469e-01 1.10596e+00
65  1 3.87499e-06 1.68471e-07 8.32447e-06 1.24634e+00 -8.94295e-01 -6.49683e-01
66  1 8.61050e-06 2.03486e-06 8.16549e-06 -1.64792e-01 8.00019e-01 -1.09832e-01
67  1 2.91566e-06 2.89897e-06 9.46729e-06 -1.40667e+00 -6.22421e-01 1.41111e+00
68  1 6.41234e-06 9.86918e-06 4.94741e-06 -1.06806e+00 7.13030e-02 -9.48557e-01
69  1 1.87450e-06 6.60695e-06 1.34912e-06 4.63928e-01 4.34313e-01 -2.00242e-01
70  1 1.25608e-06 2.00095e-06 4.71755e-06 -8.03655e-01 -5.09241e-01 4.45594e-01
71  1 1.29528e-06 1.16566e-06 3.92679e-06 -1.59743e-01 1.84443e-01 -8.47932e-01
72  1 1.82246e-06 3.25643e-06 6.06653e-06 1.08411e-01 -6.67008e-01 2.60846e-02
73  1 2.04267e-06 6.49099e-06 6.89136e-06 -8.03055e-01 2.51861e-01 -1.00312e-01
74  1 5.06210e-06 4.90321e-07 5.10500e-06 3.84487e-01 -4.44848e-01 -2.02986e-01
75  1 3.88811e-07 4.01076e-06 1.26039e-07 -5.15590e-01 7.13544e-01 -1.07860e+00
76  1 1.87151e-06 8.41552e-06 8.00282e-06 -6.34693e-02 2.78051e-01 1.18493e+00
77  1 4.20315e-06 5.83143e-07 9.13168e-06 -8.68142e-01 1.39366e+00 -8.16516e-01
78  1 4.39029e-06 2.87014e-06 1.79695e-06 -1.24370e+00 2.01107e-01 3.30291e-01
79  1 4.21416e-06 2.60037e-06 5.71771e-07 2.14012e-02 -1.32971e+00 -1.78890e-01
80  1 9.29441e-06 1.27517e-07 2.34250e-06 -1.54943e-02 -1.43595e+00 3.39666e-01
81  1 6.39472e-06 3.84618e-06 1.49170e-07 -2.12734e+00 5.58918e-01 4.82691e-01
82  1 3.29488e-06 5.26614e-06 3.02073e-06 -6.40503e-01 6.46538e-01 -3.64067e-01
83  1 6.20144e-06 9.35046e-06 2.19742e-06 -2.87509e-01 -8.50584e-01 8.60465e-03
84  1 8.05245e-06 3.15778e-06 5.26025e-07 6.79676e-01 -4.63338e-01 7.55245e-02
85  1 3.48907e-06 9.19211e-07 2.28414e-07 -3.95484e-01 -7.05468e-01 -3.47721e-01
86  1 1.41858e-06 6.86079e-06 2.86779e-06 1.16845e+00 1.07247e-01 -1.33817e+00
87  1 7.12389e-06 3.17509e-06 8.43030e-06 6.17451e-01 -1.20634e+00 -8.91623e-01
88  1 4.45605e-06 9.78646e-06 9.46972e-06 -9.03057e-01 1.67954e+00 -2.55798e-01
89  1 3.17055e-08 9.36733e-06 6.15047e-06 3.34742e-01 -1.15777e+00 -1.08813e+00
90  1 8.94683e-06 1.29063e-06 3.87462e-06 -6.56291e-01 2.20077e-01 -9.81879e-01
91  1 6.47928e-06 7.89952e-06 2.98228e-06 -1.16960e-01 2.21875e-01 -5.07332e-01
92  1 2.66457e-07 8.30879e-06 5.02076e-06 -2.72899e-01 -1.48325e+00 -6.92860e-01
93  1 1.03528e-06 6.54770e-06 5.16151e-06 6.23136e-01 5.31277e-01 1.12979e+00
94  1 4.82680e-06 3.09299e-06 6.56684e-07 -1.56383e-01 -4.47364e-01 -4.35768e-01
95  1 3.43930e-06 1.62878e-06 7.33093e-07 -1.01277e+00 -8.02870e-01 -1.63064e+00
96  1 1.37543e-06 5.60558e-06 4.72812e-06 7.41974e-01 1.06427e+00 -3.77936e-01
97  1 5.84523e-06 1.08565e-06 1.88063e-06 -2.77460e-01 6.69732e-01 -1.85936e+00
98  1 6.09079e-06 2.50713e-06 8.65870e-06 1.04166e-01 3.25090e-01 5.24853e-01
99  1 5.16398e-06 9.45961e-07 6.47833e-06 2.90555e-01 -2.22659e-01 -6.60577e-01
100  1 6.64443e-06 3.88952e-06 3.58600e-06 7.39805e-01 6.32550e-01 -4.20628e-01
101  1 2.45204e-06 1.88103e-07 9.25930e-06 1.33323e+00 3.43089e-01 -4.05092e-02
102  1 4.21309e-06 9.63324e-06 1.60008e-06 1.36843e+00 4.01452e-01 3.37905e-01
103  1 7.38031e-06 9.70530e-06 5.83950e-06 -1.07980e+00 4.64159e-01 -6.71986e-02
104  1 7.45858e-06 9.80908e-06 5.49574e-06 1.98330e-01 -1.62736e-01 2.53104e-01
105  1 8.12365e-06 9.15085e-06 7.74960e-06 -1.46521e-02 -8.36901e-01 2.65601e-01
106  1 3.60746e-06 2.14567e-06 5.65364e-06 -1.04713e+00 -1.14995e+00 -5.98400e-01
107  1 3.08208e-06 8.23804e-06 6.51589e-06 -3.85880e-01 -5.43840e-01 -4.62781e-02
108  1 5.48420e-06 1.35976e-06 5.49902e-06 -2.92726e-01 4.34098e-03 -1.46015e+00
109  1 1.63124e-06 3.22568e-06 1.90080e-06 -6.60917e-01 -1.44708e+00 -3.47891e-01
110  1 5.18626e-07 2.91828e-06 6.26624e-07 -7.51059e-03 -1.17034e-02 1.83990e-01
111  1 2.38703e-06 9.22277e-06 1.53011e-06 5.93062e-01 -8.30939e-01 2.02824e-01
112  1 9.30274e-06 2.44565e-07 4.13977e-06 5.19083e-01 2.90150e-02 1.34219e+00
113  1 8.80029e-06 5.80359e-06 2.34448e-06 -2.44066e-01 8.42758e-01 -1.76507e-01
114  1 3.66016e-06 9.32087e-06 7.56073e-06 -4.64843e-01 2.28201e-01 1.73233e-01
115  1 7.05851e-06 8.21518e-06 7.65315e-06 -3.09534e-01 2.35497e-01 -4.59674e-01
116  1 1.20255e-06 7.74805e-06 3.75895e-06 -1.21484e+00 4.74027e-01 6.35439e-01
117  1 9.28608e-06 7.18435e-06 4.09978e-06 -1.54204e-03 -7.46900e-01 -5.73861e-01
118  1 8.17253e-06 6.83149e-07 6.05710e-07 -3.86235e-01 8.30189e-01 -2.94600e-01
119  1 3.54404e-06 9.23635e-06 9.74696e-06 -6.06587e-01 8.48932e-04 -5.57314e-01
120  1 5.18313e-06 5.46497e-06 4.55860e-06 -1.77015e+00 6.85109e-01 1.63702e-01
121  1 1.35016e-06 2.49541e-07 2.29717e-06 1.18604e-01 4.01507e-01 5.65642e-01
122  1 2.89620e-07 3.12689e-06 3.81331e-06 -8.59956e-01 1.31495e+00 -8.32871e-01
123  1 5.20920e-07 8.81124e-06 1.86098e-06 -3.88203e-01 5.55053e-03 -1.45720e-01
124  1 8.87261e-07 4.55994e-06 3.68453e-06 8.77082e-02 3.39631e-01 4.52976e-01
125  1 1.73376e-06 9.50213e-06 9.76133e-08 1.67720e-01 1.11652e+00 -5.49761e-01
126  1 7.56975e-06 6.46106e-06 4.59911e-06 5.60951e-01 7.68611e-01 3.46419e-01
127  1 2.47662e-06 3.40606e-06 9.85325e-06 -7.62301e-01 1.92610e-01 9.18810e-02
128  1 9.50280e-06 7.55129e-06 1.61861e-06 1.39845e-01 -8.36201e-01 3.79890e-01
129  1 1.50568e-06 4.45437e-06 4.81248e-06 -1.06055e+00 5.03450e-01 -9.28211e-02
130  1 3.24844e-06 3.12615e-06 4.61514e-06 1.26941e+00 -2.60561e-01 -1.02634e+00
131  1 5.08420e-06 4.03359e-06 9.49531e-06 -1.39207e-01 3.75737e-01 -8.88316e-01
132  1 2.11900e-06 6.23579e-06 8.76286e-06 2.15875e-01 -1.73155e-01 -3.27194e-01
133  1 9.24244e-06 8.50858e-06 8.21687e-07 -1.58249e+00 8.96204e-01 1.22409e+00
134  1 7.50493e-06 6.11243e-06 2.61338e-06 5.20627e-01 5.42608e-01 7.17187e-01
135  1 5.08031e-06 3.06345e-06 4.79367e-06 -9.92452e-03 6.69857e-01 8.74413e-02
136  1 9.25953e-06 5.45135e-06 7.24798e-06 4.20298e-01 -5.99674e-01 1.07319e-01
137  1 7.36292e-06 8.10069e-06 9.10565e-06 1.23436e+00 -1.65654e-01 1.23895e-01
138  1 1.74257e-06 5.99450e-06 5.61314e-06 -1.49467e+00 7.53483e-01 -4.59806e-01
139  1 4.09964e-06 9.26519e-06 4.87491e-07 -5.53361e-01 -1.44248e-02 -7.86870e-01
140  1 2.13140e-06 4.71856e-06 3.18706e-07 1.28280e+00 -8.91251e-01 2.00161e-01
141  1 8.22977e-06 3.30772e-06 4.75188e-06 -7.69226e-01 -6.88535e-02 -1.01302e+00
142  1 1.37783e-06 2.90287e-06 1.34637e-06 -7.47624e-01 -7.41812e-01 -8.62597e-01
143  1 8.76875e-07 3.05851e-06 1.69237e-06 7.49470e-01 -1.55329e+00 -1.66547e+00
144  1 3.29127e-06 7.13089e-06 6.41456e-06 3.47016e-01 -6.59997e-01 3.19076e-02
145  1 8.89270e-06 5.41849e-06 7.07137e-06 -1.33420e+00 -5.18483e-01 -1.60383e+00
146  1 1.80445e-06 1.54809e-06 3.00195e-06 4.14086e-01 1.44109e-02 -1.41282e-02
147  1 2.83999e-06 1.79207e-06 7.32241e-06 3.90147e-01 1.18429e+00 -6.98325e-01
148  1 8.78954e-06 5.06047e-06 5.16176e-06 -9.88440e-01 -2.20265e+00 -1.01829e-01
149  1 6.64334e-06 1.90881e-06 7.64324e-06 -2.57309e-01 1.18948e+00 -1.04668e+00
150  1 2.72586e-06 3.29715e-07 6.02316e-06 -9.89073e-02 -3.30997e-01 -2.29593e-01
151  1 8.43630e-06 8.11325e-06 1.39044e-06 -2.21671e-01 9.06395e-01 4.74491e-01
152  1 3.97063e-06 2.41534e-06 1.28025e-06 -1.71747e+00 -3.00415e-01 -1.01158e-01
153  1 3.47655e-06 1.47860e-06 7.81027e-06 -5.39845e-01 3.53336e-01 -3.98660e-01
154  1 6.30956e-06 5.42982e-06 7.31774e-06 -1.51450e+00 -1.84852e+00 -2.87144e-01
155  1 9.13728e-07 2.29092e-06 8.19150e-06 5.13689e-01 8.40707e-01 -6.10291e-02
156  1 4.82583e-06 2.81751e-06 6.86717e-06 5.95566e-01 1.43223e+00 -2.56571e-02
157  1 6.81202e-06 8.18935e-06 9.87938e-07 -1.78756e-01 2.49203e-01 -6.14442e-02
158  1 8.17179e-06 5.08339e-06 2.03683e-06 4.16117e-02 -5.73743e-01 -1.04250e-02
159  1 5.76352e-06 2.40444e-06 9.25555e-06 2.03829e-01 -2.15958e-01 -6.22995e-01
160  1 8.08676e-06 5.71340e-07 5.94159e-06 1.46303e-01 -1.89581e-01 -7.57213e-01
161  1 5.14989e-06 1.55412e-06 2.01034e-06 -1.07079e+00 8.02923e-01 4.88111e-01
162  1 8.54181e-06 5.38989e-06 8.07671e-06 -1.16476e+00 5.38376e-01 -1.29904e-01
163  1 8.39810e-06 2.85612e-06 5.89904e-06 -1.01504e+00 1.18238e+00 1.53826e-01
164  1 2.67310e-06 1.41667e-06 2.79315e-06 -1.80154e-01 4.66402e-01 1.42167e-01
165  1 9.98195e-06 4.34716e-06 7.94862e-08 6.07936e-01 -1.86862e-01 -9.85285e-01
166  1 9.03663e-06 7.00469e-06 9.23751e-06 1.95462e-01 -9.36680e-01 -1.04046e+00
167  1 8.02487e-06 9.22969e-06 3.03231e-06 2.64401e-01 7.23050e-01 -2.06623e-01
168  1 2.89961e-06 9.33790e-06 6.78114e-06 8.96361e-02 -3.51860e-01 -1.67718e-01
169  1 2.34468e-06 8.39148e-06 1.52985e-06 -1.49399e+00 1.14290e+00 1.24240e+00
170  1 8.65944e-06 9.98702e-06 5.36754e-06 -1.18828e-01 -1.43883e-01 -1.06408e+00
171  1 6.49055e-07 7.60832e-06 7.83742e-06 1.41767e-01 -4.70753e-01 -6.77970e-01
172  1 4.46234e-06 8.82981e-06 8.44967e-06 9.29099e-01 2.99833e-01 1.21912e+00
173  1 9.69816e-06 2.59239e-06 5.86286e-06 8.75440e-01 8.92739e-01 1.82031e-01
174  1 1.10497e-06 1.34825e-06 5.77644e-06 -2.19641e+00 1.13478e+00 -7.83278e-01
175  1 3.37814e-06 2.00847e-06 8.02343e-06 -7.92031e-01 1.18167e-01 5.43964e-01
176  1 5.10465e-06 9.24178e-06 9.28718e-06 3.71258e-01 4.13806e-01 1.37445e-02
177  1 2.42853e-06 9.80513e-06 4.45228e-07 -1.15467e+00 -2.90354e-01 -8.26944e-02
178  1 8.23151e-06 4.36264e-06 8.68357e-06 -5.70049e-01 -2.15531e-01 2.84670e-01
179  1 6.10604e-06 6.78649e-06 5.28877e-06 6.69107e-01 6.89119e-01 -5.00900e-03
180  1 4.82741e-06 1.02588e-06 9.56490e-06 -1.53265e-02 -1.69837e-01 1.27858e+00
181  1 4.90460e-07 1.75386e-06 3.00527e-06 1.19190e+00 -1.54069e+00 -7.95417e-01
182  1 8.94727e-06 2.89621e-07 3.74052e-06 7.23522e-01 7.27966e-01 4.18727e-03
183  1 3.00491e-06 1.41786e-06 1.55896e-06 -8.63096e-01 1.32216e+00 1.80386e+00
184  1 3.04193e-06 5.30298e-06 8.43411e-06 -9.27093e-01 -3.13639e-01 -4.29016e-01
185  1 3.94463e-06 2.17037e-06 1.86069e-06 -1.90737e-02 -1.37278e+00 1.47872e-01
186  1 7.68418e-06 1.97363e-06 4.20149e-06 3.93332e-01 -4.00596e-02 2.71979e-01
187  1 9.21468e-06 5.89394e-06 9.07971e-06 3.96237e-01 7.40189e-01 -8.64927e-01
188  1 1.24094e-06 1.69730e-06 9.06285e-07 -4.50679e-02 4.18295e-01 7.85326e-02
189  1 9.80454e-06 7.95536e-06 1.70981e-06 7.35443e-01 -4.87951e-01 6.66151e-01
190  1 7.20805e-06 2.28100e-06 9.04404e-06 8.81291e-01 2.12864e-01 -1.21360e+00
191  1 3.87455e-06 7.30006e-06 1.42468e-06 -5.27195e-01 -1.57079e-02 -1.42932e-01
192  1 2.43323e-06 2.11115e-06 2.39609e-06 -6.42930e-01 5.38660e-01 3.45277e-01
193  1 2.98356e-06 2.04346e-06 4.90355e-06 9.58480e-04 -1.38144e-01 -1.38982e+00
194  1 7.87225e-06 4.11465e-07 8.11486e-06 -1.14272e+00 -4.42331e-01 1.15000e+00
195  1 9.92591e-06 9.61854e-06 6.87712e-06 3.11595e-01 1.26977e+00 1.04906e+00
196  1 7.15659e-06 5.72209e-06 3.92624e-06 -5.73073e-01 -1.69310e-01 -8.58201e-01
197  1 2.11781e-06 3.89286e-06 1.33530e-06 -4.21370e-01 -3.76894e-01 -1.75094e-01
198  1 6.61887e-06 3.86583e-06 9.89934e-06 -1.43367e+00 8.16895e-01 -1.11802e+00
199  1 7.84298e-06 4.67025e-06 4.07841e-06 -1.41620e+00 6.49254e-01 -1.33928e-01
200  1 9.52121e-06 4.75165e-06 9.98534e-06 1.46806e+00 1.93626e+00 6.43408e-01
201  1 3.64396e-06 4.27830e-06 8.94497e-06 4.98769e-01 -1.10093e+00 -1.05161e+00
202  1 1.70539e-06 8.66202e-06 3.61305e-06 1.76508e+00 -6.30300e-02 -7.97040e-01
203  1 1.13700e-06 4.08158e-07 1.91864e-06 -1.06545e+00 3.27365e-01 -1.28107e+00
204  1 5.21460e-06 6.54593e-06 9.79157e-06 1.02296e+00 -4.42839e-01 -3.06467e-01
205  1 3.64739e-06 1.88718e-06 5.64130e-07 6.43508e-01 2.83293e-01 -3.20857e-01
206  1 6.04813e-06 1.11200e-06 3.68583e-07 1.45873e-02 2.24386e-01 6.53487e-01
207  1 9.55251e-06 7.10776e-06 7.93593e-06 2.36205e-01 7.56486e-01 -3.65952e-01
208  1 6.50728e-06 2.06309e-06 2.15963e-06 3.50859e-02 -6.87085e-01 -3.85951e-01
209  1 9.48228e-06 4.23589e-06 9.61740e-06 -9.02941e-01 3.49677e-02 3.49782e-02
210  1 8.41905e-06 1.82280e-06 9.45408e-06 1.20736e+00 1.38596e+00 -3.25971e-01
211  1 8.13625e-07 2.17196e-06 6.93522e-06 8.45285e-01 -2.07296e-01 7.09598e-01
212  1 1.05316e-06 9.93529e-06 6.21377e-06 2.37858e-01 4.33261e-01 3.46885e-01
213  1 6.19685e-06 7.62786e-06 4.71844e-06 -4.39172e-01 -6.86942e-01 2.23785e+00
214  1 9.88271e-06 6.28605e-06 4.08490e-06 6.97450e-02 -3.29017e-01 8.35544e-01
215  1 9.13476e-06 7.14988e-06 7.79311e-06 1.16371e-01 -8.22248e-01 6.44405e-01
216  1 1.32991e-06 1.16932e-06 1.89617e-06 -1.16291e+00 1.86511e-01 -4.37476e-01
217  1 8.53784e-06 8.79305e-06 9.16886e-06 -1.00956e-01 2.41086e-01 1.15441e-01
218  1 2.85404e-06 7.14515e-06 4.39741e-06 -8.94325e-01 1.40423e+00 -1.31481e+00
219  1 7.97675e-06 9.06692e-06 8.70678e-06 1.24275e+00 5.06976e-01 3.11160e-02
220  1 9.56038e-06 7.44775e-06 1.12041e-06 1.27998e+00 6.32836e-01 -6.40492e-01
221  1 2.27185e-06 3.90605e-06 3.34752e-06 1.58049e-01 -6.22804e-01 4.51285e-01
222  1 4.68428e-06 8.41632e-06 1.78078e-06 -5.89123e-01 -9.33444e-01 -2.07058e+00
223  1 4.58850e-06 1.78669e-06 9.30585e-06 1.49666e+00 1.19801e+00 3.31976e-01
224  1 1.72859e-06 8.54691e-06 7.06434e-06 -4.74879e-01 -1.27495e+00 2.22095e-01
225  1 1.84520e-06 2.09870e-06 5.44037e-06 2.53407e-01 -7.52398e-01 -1.91393e+00
226  1 8.13402e-06 5.16334e-06 5.90679e-06 1.45480e+00 8.81562e-01 -7.91323e-02
227  1 7.20647e-07 7.22172e-06 7.62662e-06 6.83052e-01 8.85212e-02 -4.15917e-01
228  1 2.30069e-06 4.89651e-06 1.53141e-06 6.52300e-01 6.98311e-01 3.69095e-01
229  1 3.74676e-06 4.02971e-08 9.17170e-06 -3.35604e-01 6.91658e-01 -2.32110e+00
230  1 5.60246e-06 7.00626e-06 1.66083e-06 -3.46954e-01 -6.16871e-01 -1.23882e+00
231  1 3.74644e-06 9.06756e-06 8.12094e-06 -8.64307e-01 -1.96808e-01 -1.69212e+00
232  1 8.06680e-06 4.12772e-06 5.93867e-06 2.53883e-01 1.02574e+00 -7.44455e-01
233  1 5.74668e-06 9.00617e-06 9.70840e-06 -1.79693e-01 -3.47382e-01 9.34404e-01
234  1 7.69088e-06 4.10707e-07 8.65730e-07 -1.76115e+00 -2.61557e-01 -3.83945e-01
235  1 3.72559e-06 5.25907e-07 6.88970e-06 2.09371e+00 4.21821e-02 -1.53036e-02
236  1 3.66212e-06 1.27351e-06 9.84031e-06 -1.02639e+00 4.52620e-01 1.32669e+00
237  1 7.99627e-06 7.41208e-07 5.77949e-06 -1.24268e+00 -1.56860e-01 2.28860e-01
238  1 5.67599e-06 8.59380e-06 5.76313e-06 7.59039e-01 -5.94196e-01 -2.54805e-02
239  1 4.22038e-06 9.61915e-06 9.41269e-06 -6.04270e-01 9.08896e-01 1.19371e+00
240  1 1.62950e-06 5.17276e-06 5.18066e-06 5.50036e-01 1.28789e+00 1.30427e+00
241  1 1.64539e-06 3.04023e-06 5.55208e-06 -7.60722e-02 7.45752e-01 -1.74091e-01
242  1 8.81417e-06 9.45026e-06 3.00436e-06 1.57293e-02 -7.35465e-01 -9.47282e-01
243  1 9.11026e-06 6.17202e-06 8.11569e-06 1.29045e-01 -1.05412e+00 -4.02221e-01
244  1 4.69740e-07 7.85256e-06 9.85128e-06 9.75166e-01 -7.26015e-01 4.02487e-01
245  1 7.41872e-06 4.73124e-06 9.35327e-06 4.14754e-01 -1.78775e-02 -1.15885e+00
246  1 4.86203e-06 9.50158e-06 6.55763e-06 -6.97051e-03 -1.30756e+00 3.37919e-01
247  1 4.23365e-06 5.16766e-06 9.73365e-06 6.16113e-01 -4.69606e-01 6.22456e-01
248  1 1.00191e-08 5.09346e-06 6.36656e-06 8.73438e-01 -1.73569e+00 -1.34205e+00
249  1 9.14344e-06 3.15144e-06 8.41734e-06 -4.52428e-02 2.25122e-01 1.40445e+00
250  1 4.53314e-06 1.53368e-06 7.78787e-06 -3.05984e-01 -3.19165e-01 8.99144e-01
251  1 8.67288e-06 7.00843e-07 5.93496e-06 4.49178e-01 1.87454e-01 4.38913e-01
252  1 7.23096e-06 6.69296e-06 5.73682e-06 -1.11265e-02 -7.64695e-01 -1.89031e-01
253  1 9.58569e-06 5.00041e-06 2.39249e-06 3.89740e-01 -9.66107e-01 2.14803e+00
254  1 7.55136e-06 6.61623e-06 9.58567e-06 4.21865e-01 -2.41601e-01 9.94524e-01
255  1 3.79460e-06 9.19922e-06 3.07525e-06 -2.24397e+00 -2.06571e+00 -5.42051e-01
256  1 9.60490e-07 1.88957e-06 7.12513e-06 8.05315e-01 -4.84584e-01 6.88041e-01
257  1 8.74434e-07 7.67132e-06 6.72538e-06 3.35159e-02 5.42675e-01 3.15750e-01
258  1 6.31826e-06 4.04539e-06 2.60824e-06 1.37801e+00 -5.66561e-01 -4.48080e-01
